occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc_1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
467074,occ,NA,NA,34267,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Middle Triassic,NA,247.2,237,Merriam,1906,9007,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,8,specimens,-118.300003,40.133331,NA,American Canyon (UCMP/Stanford),NA,Omphalosaurus nevadanus type site,US,Nevada,Pershing,based on nearby landmark,minutes,local area,"West Humboldt Range, Nevada. Coordinates from UCMP website. American Canyon",gp_mid,-39.08,24.35,101,US,FED,Prida,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""limestone""",NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,NA,NA,NA,NA,NA,NA,NA,occasional,NA,NA,NA,taxonomic,"selective quarrying,field collection",UCMP,NA,NA,NA,V. C. Osmont,1902,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
485535,occ,NA,NA,48614,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Late Jurassic,NA,163.5,145,Peyer and Koechlin,1934,12970,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,7.588611,47.441666,NA,"Terrain à chailles of Grellingen, close to Basel",NA,NA,CH,Baselland,NA,based on nearby landmark,seconds,NA,"Terrain à chailles, Grellingen, close to Basel, Berner Jura (Jurassic mountains of Bern)",gp_mid,21.83,30.43,305,CH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rauracien, Lower Malm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,NA,NA,1 specimens,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
506206,occ,NA,NA,51274,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Early Toarcian,NA,183,182,Riegraf,1985,13655,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,11.033333,49.75,NA,"Profil Unterstürmig, Oberfranken, South Germany, III",NA,NA,DE,Bavaria,NA,estimated from map,minutes,small collection,Clay pit section of the Lias-Franken GmbH&Co (Pautzfeld) northwest of Unterstürmig near Forchheim in Oberfranken. R 44 31 900/ H 55 17 150,gp_mid,27.72,40.82,305,DE,NA,NA,NA,NA,bed,NA,NA,III,bottom to top,NA,NA,NA,"exaratum subzone, bed III (5-10cm)",Bituminous clayey marly shale.,"""siliciclastic""",NA,lithified,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,"macrofossils,microfossils",NA,NA,NA,NA,NA,NA,NA,"body,cast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,biostratigraphic,field collection,NA,NA,NA,NA,NA,NA,"Specimens housed at the Institute of Geology and Paleontology at the University Tübingen, coll. no. 1590/1-67.",NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
527464,occ,NA,NA,53829,Ichthyopterygia indet.,unranked clade,38869,NA,Ichthyopterygia,NA,unranked clade,38869,Rhaetian,NA,208.5,201.3,Martill and Dawn,1986,14493,Chordata,Reptilia,NA,NA,NA,NA,NA,NA,NA,-0.810833,53.034721,NA,Staple Pit,NA,NA,UK,England,Nottinghamshire,based on nearby landmark,seconds,small collection,"South of Newark-upon-Trent, Nottinghamshire. National Grid Ref. SK 805499",gp_mid,9.29,36.08,315,UK,NA,Westbury,Penarth,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,"""a thin conglomerate (0-3cm) containing phopatised coprolites up to 12 cm long. White and pink quartz pebbles are also abundant. The whole is enclosed in a sandy matrix, portions of which are cemented by pyrite. Small authigenic bipyramidal quartz crystals have also been found in this horizon.""",conglomerate,phosphatic,NA,sandy,Y,sandstone,pyritic,NA,NA,Y,terrestrial indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,variable,NA,time-averaged,NA,-bonebed,NA,NA,NA,frequent,NA,NA,NA,biostratigraphic,"selective quarrying,surface (float),surface (in situ),chemical,mechanical,peroxide,sieve,field collection",NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,nektonic,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
527472,occ,NA,NA,53833,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Middle Callovian,NA,164.7,161.2,Martill,1984,14495,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-0.248813,52.540833,NA,Hicks and Gardner No. 3 brick pit,NA,Peterborough,UK,England,Cambridgeshire,based on political unit,6,small collection,"South of Peterborough, East of the main A15, National Grid Ref. TL 1985. Coordinates based on Peterborough.",gp_mid,18.56,35.93,315,UK,NA,Oxford Clay,Ancholme,Peterborough,bed,NA,Peterborough,11,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,excellent,NA,NA,NA,NA,NA,NA,NA,occasional,NA,NA,NA,taxonomic,survey of museum collection,NA,NA,NA,NA,NA,1983,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
544214,occ,NA,NA,56885,Platypterygius australis,species,186984,NA,Platypterygius australis,NA,species,108967,Late Albian,NA,105.3,99.6,Henderson,2004,15336,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,NA,NA,141,-20,NA,St. Elmo structure - N of the Flinders Highway,NA,NA,AU,Queensland,NA,based on nearby landmark,degrees,outcrop,NA,gp_mid,132.19,-60.68,801,AU,NA,Toolebuc,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,Late Albian age is based on ammonites and nannofossils. Not older than the Prediscosphaera columnata Zone and not younger than the Mortoniceras inflatum Zone,"finely interlayered organic-rich shales and shell beds are typical of the Toolebuc Formation, resulting in a distinctively black-and-white, thinly-bedded to laminated rock.",claystone,shelly/skeletal,poorly lithified,NA,NA,NA,NA,NA,NA,NA,offshore,NA,oxygen-deficient environment,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,trace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleoecologic,"bulk,core,field collection",NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
544239,occ,NA,NA,56889,Platypterygius australis,species,186984,NA,Platypterygius australis,NA,species,108967,Late Albian,NA,105.3,99.6,Henderson,2004,15336,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,NA,NA,141,-20,NA,"Outcrop near Telemon station homestead, N of the Flinders Highway",NA,NA,AU,Queensland,NA,based on nearby landmark,degrees,outcrop,NA,gp_mid,132.19,-60.68,801,AU,NA,Toolebuc,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,Late Albian age is based on ammonites and nannofossils. Not older than the Prediscosphaera columnata Zone and not younger than the Mortoniceras inflatum Zone,"finely interlayered organic-rich shales and shell beds are typical of the Toolebuc Formation, resulting in a distinctively black-and-white, thinly-bedded to laminated rock.",claystone,shelly/skeletal,poorly lithified,NA,NA,NA,NA,NA,NA,NA,offshore,NA,oxygen-deficient environment,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,trace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleoecologic,"bulk,core,field collection",NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
558385,occ,NA,NA,122362,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Rhaetian,NA,208.5,201.3,Benton and Spencer,1995,15587,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-2.63,51.599998,NA,"Aust Cliff bone bed (Ord coll, Bristol)",NA,NA,UK,England,Gloucestershire,based on nearby landmark,1,outcrop,NA,gp_mid,8.84,34.3,315,UK,NA,Westbury,Penarth,NA,bed,NA,NA,NA,NA,NA,NA,NA,Bonebed is at the base of the Westbury Formation,"""lenses of grit or intra-formational conglomerate (or breccia) of sedimentary rocks with a calcite-cemented sandy matrix""",conglomerate,lenticular,lithified,sandy,Y,NA,NA,NA,NA,NA,coastal indet.,NA,"marine coastal conditions, possibly a result of a storm or the Rhaetian transgression","macrofossils,mesofossils",NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,-bonebed,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,W.T. Ord,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
559040,occ,NA,NA,58095,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Late Aptian,NA,122.46,112.03,Benton and Spencer,1995,15587,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-1.57938,51.646744,NA,"Wicklesham Pit, Faringdon",NA,Farringdon,UK,England,Oxfordshire,stated in text,6,small collection,SU 292943; Oxfordshire; from Faringdon (= Farringdon),gp_mid,24.38,42.93,315,UK,NA,Faringdon Sand,Lower Greensand,NA,bed,NA,NA,NA,NA,NA,NA,NA,Bones occur in the Faringdon Sponge Gravels. Reptile remains are reworked from the Kimmeridge Clay.,"""consolidated and unconsolidated coquinas stained brown by iron oxide and phosphate and including many invertebrates""","""limestone""","shelly/skeletal,brown",NA,NA,Y,NA,NA,NA,NA,NA,"reef, buildup or bioherm",NA,"""forereef deposit""","macrofossils,mesofossils",NA,NA,NA,NA,NA,NA,NA,body,medium,NA,NA,NA,NA,random,NA,NA,occasional,NA,NA,NA,taxonomic,"selective quarrying,mechanical,field collection",BMNH,"some genera,species names",NA,NA,E. C. Davey,1870s,NA,3 unnumbered teeth (? sauropod) could also be stegosaur or ankylosaur,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
559611,occ,34855,NA,57958,Ichthyosauria indet.,unranked clade,389359,NA,Ichthyosauria,NA,unranked clade,36543,Rhaetian,NA,208.5,201.3,Lomax et al.,2017,66026,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-2.629478,51.60265,"BRSMG Cb4063, part of shaft of a tibia; other indeterminate large bones (BRSMG Cb4905, Ce17255, Ce17258)","Rhaetic Bone Bed, Aust Cliff",NA,NA,UK,England,Avon,stated in text,6,small collection,OSGB ST 565895 - ST 572901,gp_mid,8.84,34.31,315,UK,NA,Westbury,Penarth,NA,bed,Avicula contorta,NA,NA,NA,NA,NA,NA,Bonebed is at the base of the Westbury Formation,"""lenses of grit or intra-formational conglomerate (or breccia) of sedimentary rocks with a calcite-cemented sandy matrix""",conglomerate,lenticular,NA,sandy,Y,NA,NA,NA,NA,NA,coastal indet.,NA,"marine coastal conditions, possibly a result of a storm or the Rhaeitian transgression","macrofossils,mesofossils",NA,NA,NA,NA,NA,NA,NA,"body,trace,replaced with phosphate,coprolite",poor,parautochthonous,NA,NA,-bonebed,random,abundant,poor,NA,NA,NA,coprolites contain crustacean fragments and abundant fish scales; deposits hae been reworked,taxonomic,"core,selective quarrying,mechanical,field collection","BGS,BMNH",NA,NA,NA,Johnson,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
559612,occ,34856,NA,122362,Ichthyosauria indet.,unranked clade,389359,NA,Ichthyosauria,NA,unranked clade,36543,Rhaetian,NA,208.5,201.3,Lomax et al.,2017,66026,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-2.63,51.599998,"BRSMG Cb3869, Cb3870, fragments of long bone shafts","Aust Cliff bone bed (Ord coll, Bristol)",NA,NA,UK,England,Gloucestershire,based on nearby landmark,1,outcrop,NA,gp_mid,8.84,34.3,315,UK,NA,Westbury,Penarth,NA,bed,NA,NA,NA,NA,NA,NA,NA,Bonebed is at the base of the Westbury Formation,"""lenses of grit or intra-formational conglomerate (or breccia) of sedimentary rocks with a calcite-cemented sandy matrix""",conglomerate,lenticular,lithified,sandy,Y,NA,NA,NA,NA,NA,coastal indet.,NA,"marine coastal conditions, possibly a result of a storm or the Rhaetian transgression","macrofossils,mesofossils",NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,-bonebed,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,W.T. Ord,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
568502,occ,NA,NA,32314,Platypterygius sp.,genus,36569,NA,Platypterygius,NA,genus,36569,Late Albian,Cenomanian,105.3,93.9,Nessov,1995,16510,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Platypterygius,NA,NA,9,elements,37.75222,51.288612,"Teeth (SSU GPV 2/),  femur (SSU 14/44 137/122),","Stoilo Quarry, Staryi Oskol",NA,Stoilen,RU,Belgorod,NA,based on nearby landmark,seconds,outcrop,"loose deposits of the Stoilo quarry, near Staryi Oskol, northeast of the Belgorod region, Russia. Coordinates are for Stoilo (Stoylo).",gp_mid,52.3,47.1,302,RU,NA,NA,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,found in loose quarry deposits,"""Glauconitic-quartz sands, including beds and lenses of phosphorite nodules""",sandstone,"glauconitic,phosphatic",NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,"Marine vertebrates inhabitited this bay of the Tethys Ocean, which formed a deep inlet from the Southeast and possessed high bioproductivity due to wind upwelling. Dinosaurs inhabited the coastal sandy and forest areas with some areas forming mangrove environments. This area, Fenno-Sarmatia, eventually separated from Asia by a longitudinal strait. The hadrosaurs possibly migrated to western Europe from this landmass.",mesofossils,NA,NA,NA,NA,NA,NA,NA,body,medium,allochthonous,NA,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,general faunal/floral,"salvage,surface (float),field collection",NA,NA,NA,NA,NA,1994-1998,NA,"Pterosaur remains are listed as from Lebedi and Stoilo quarries, but it is not clear which specimens came from which quarry.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
627684,occ,NA,NA,67698,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Middle Callovian,NA,164.7,161.2,Sachs,1997,19329,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,1,specimens,8.75613,52.2752,"""possibly Ophthalmosaurus""","Strömer Quarry, Wallücke",NA,"Steinbruch Strömer, Wallucke, Bergkirchen",DE,Nordrhein-Westfalen,NA,based on nearby landmark,6,outcrop,"from the Steinbruch Strömer Wallucke (current quarry), Wiehengebirge, Bergkirchen",gp_mid,25.33,36.57,315,DE,NA,Ornatenton,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,"macrofossils,mesofossils",NA,NA,NA,NA,NA,NA,NA,body,NA,parautochthonous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
635027,occ,NA,NA,68316,Ichthyosauridae indet.,family,38877,NA,Ichthyosauridae,NA,family,38877,Early Toarcian,NA,183,182,Delsate and Wild,2000,19652,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,NA,NA,NA,NA,NA,6.2,48.683334,NA,Place Thiers,NA,Nancy,FR,Lorraine,Meurthe-et-Moselle,based on nearby landmark,minutes,outcrop,"""Place Thiers à Nancy"" (coordinate based on Nancy)",gp_mid,24.32,38.75,305,FR,NA,NA,NA,NA,member,NA,NA,NA,NA,NA,NA,NA,NA,"""Les argilites papyracées ou 'schistes bitumineux' du Toarcien inférieur""",mudstone,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"salvage,field collection",SMNS,NA,NA,NA,NA,1978,specimens collected by examining cut surfaces of mudstones removed during construction. Some material obtained by the SMNS in 1999,"fauna partially described by Lamaud 1979, Bull. Soc. Hist. Nat. du Pays de Montbéliard, but this sounds like a cursory discussion that may only concern the sharks",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
636936,occ,NA,NA,68557,Ophthalmosauria indet.,family,93392,obsolete variant of,Ophthalmosauridae,NA,family,170908,Late Aalenian,Early Bajocian,175.6,168.4,Fernández,2003,19767,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,NA,NA,NA,1,individuals,-69.75,-37,"MLP 92-III-2-1 (Fragment of a forefin including the distal portion of the humerus, zeugopial and basipodial elements)",Quebrada Remoredo,NA,NA,AR,Mendoza,NA,stated in text,degrees,outcrop,"at Quebrada Remoredo, W slope of Sierra de Reyes",gp_mid,-20.78,-37.5,291,AR,NA,Los Molles,NA,NA,bed,Puchenquia malarguensis,NA,NA,NA,NA,NA,NA,Aalenian-Bajocian boundary; Puchenquia malarguensis ammonoid zone,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,parautochthonous,snapshot,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,taxonomic,field collection,MLP,NA,NA,NA,Gulisano,1984,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
653482,occ,NA,NA,70550,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Kimmeridgian,NA,157.3,152.1,Geslin,1833,23673,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,1,specimens,-1.086602,46.054676,vertebra,La Rochelle-Rochefort,NA,NA,FR,Poitou-Charentes,NA,based on nearby landmark,6,small collection,from a point of rocks on the coast between La Rochelle and Rochefort,gp_mid,15.68,28.2,305,FR,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,"""blue clay""",claystone,blue,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,snapshot,NA,dispersed,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,field collection,NA,NA,NA,NA,B. Geslin,1831,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
658557,occ,NA,NA,70996,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Late Kimmeridgian,NA,155.7,150.8,Prestwich,1880,23793,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-1.313611,51.735279,"vertebrae, ribs","Chawley brick pit, Cumnor (e)",NA,NA,UK,England,Oxfordshire,stated in text,seconds,outcrop,"Chawley Brick Pit, Hurst Hill, Cumnor Hurst, 2.5 miles WSW of Oxford center, England (National Grid reference SP 475 043)",gp_mid,13.97,33.64,315,UK,NA,Kimmeridge Clay,NA,Lower,bed,Aulacostephanus eudoxus,Cumnor Hurst,2,bottom to top,NA,NA,NA,"described as ""upper Lower Kimmeridgian"" by Galton & Powell; eudoxus Zone; bed e, thickness to middle of bed",NA,claystone,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,snapshot,NA,dispersed,NA,NA,NA,occasional,NA,NA,NA,taxonomic,"selective quarrying,mechanical,field collection",NA,NA,NA,NA,J. Prestwich,1879-1880,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
714514,occ,NA,NA,76610,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Rhaetian,NA,208.5,201.3,Lucas et al.,2007,25881,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-118.083,38.487,NA,"Ferguson Hill section, Unit 88, New York Canyon area",NA,NA,US,Nevada,Mineral,estimated from map,3,small collection,"The proposed GSSP for the base of the Jurassic System is located on the north flank of Muller Canyon, which is the canyon immediately south of New York Canyon; it is on the southfacing slope of Ferguson Hill and is located in the NW 1/4 NE 1/4 sec. 9, T7N, R35E, at around UTM 405574E, 4260152N (zone 11, NAD 27).",gp_mid,-45.11,13.96,101,US,FED,Gabbs,NA,Muller Canyon,bed,NA,Ferguson Hill,88,bottom to top,NA,NA,NA,lower part of Muller Canyon member; latest Rhaetian; unit 88 (total thickness: 30cm),"sandy limestone - siltstone, medium gray, wackestone ledge","""limestone""",NA,lithified,sandy,NA,siltstone,NA,lithified,NA,NA,transition zone/lower shoreface,back-arc basin,"depositional paleoenvironments at Ferguson Hill section were all normal marine environments below wave base, these strate were thus deposited as part of a shelfal terrane along a subsiding continental margin in which there was significant variation in subsidence rates. According to Laws (1982) and Taylor et al. (1983), the sediments of the Gabbs Fm. were deposited in a shallow marine environment, the lower part of the Mt Hyatt member was interpreted as shallow subtidal. Lucas et al. conclude that Muller Canyon member deposition took place on a fairly narrow shelf along the backarc seaway... this paleoenvironment is probably best described as a middle to outer shelf environment.","macrofossils,microfossils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,biostratigraphic,"bulk,peel or thin section,field collection",NA,NA,NA,NA,NA,NA,NA,focus on ammonoids and bivalves,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
735470,occ,NA,NA,78929,Ophthalmosaurus sp.,genus,36566,NA,Ophthalmosaurus,NA,genus,36566,Early Jurassic,NA,201.3,174.1,Fraas,1904,26522,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Ophthalmosaurus,NA,NA,1,specimens,-22.61204,70.59581,vertebra,"Vardeklöft, Cape Stewart",NA,NA,GL,Ostgronland,NA,based on nearby landmark,6,small collection,"Vardeklöft, 19 km N of Cape Stewart, 550-580 m above sea level. From Jameson Land on Scoresby Sound.",gp_mid,9.17,53.01,102,GL,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,"described as ""mica-rich"" slate, with concretions - probably a shale","""shale""","concretionary,micaceous",NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,medium,parautochthonous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,general faunal/floral,survey of museum collection,NA,NA,NA,NA,N. Hartz,1900,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
